window_id,flight_id,window_index,num_samples,true_label,predicted_label,is_correct,fault_samples_in_window,max_vel_z,max_vel_xy,max_gyro_xy,max_gyro_z
2018-07-30/flight1_w12,2018-07-30/flight1,12,100,Nominal,Nominal,True,0,0.030000,0.100000,0.010000,0.005000
2018-07-30/flight1_w13,2018-07-30/flight1,13,100,Nominal,Nominal,True,0,0.040000,0.110000,0.010000,0.004000
2018-07-30/flight1_w14,2018-07-30/flight1,14,100,Nominal,Nominal,True,0,0.040000,0.080000,0.010000,0.006000
2018-07-30/flight1_w15,2018-07-30/flight1,15,100,Nominal,Nominal,True,0,0.040000,0.120000,0.010000,0.005000
2018-07-30/flight1_w16,2018-07-30/flight1,16,100,Nominal,Nominal,True,0,0.040000,0.240000,0.010000,0.008000
2018-07-30/flight1_w17,2018-07-30/flight1,17,100,Nominal,Nominal,True,0,0.040000,0.090000,0.010000,0.007000
2018-07-30/flight1_w18,2018-07-30/flight1,18,100,Nominal,Nominal,True,0,0.020000,0.100000,0.010000,0.005000
2018-07-30/flight1_w19,2018-07-30/flight1,19,100,Nominal,Nominal,True,0,0.020000,0.090000,0.010000,0.005000
2018-07-30/flight1_w20,2018-07-30/flight1,20,100,Nominal,Nominal,True,0,0.030000,0.090000,0.013000,0.006000
2018-07-30/flight1_w21,2018-07-30/flight1,21,100,Nominal,Nominal,True,0,0.020000,0.070000,0.011000,0.005000
2018-07-30/flight1_w22,2018-07-30/flight1,22,100,Nominal,Nominal,True,0,0.010000,0.100000,0.011000,0.009000
2018-07-30/flight1_w23,2018-07-30/flight1,23,100,Nominal,Propulsion/Control,False,0,0.400000,0.210000,1.238000,0.882000
2018-07-30/flight1_w24,2018-07-30/flight1,24,100,Nominal,Propulsion/Control,False,0,0.350000,0.260000,0.912000,0.622000
2018-07-30/flight1_w25,2018-07-30/flight1,25,100,Nominal,Propulsion/Control,False,0,0.570000,0.240000,0.752000,0.200000
2018-07-30/flight1_w26,2018-07-30/flight1,26,100,Nominal,Nominal,True,0,0.020000,0.110000,0.016000,0.017000
2018-07-30/flight1_w27,2018-07-30/flight1,27,100,Nominal,Nominal,True,0,0.010000,0.110000,0.019000,0.047000
2018-07-30/flight1_w28,2018-07-30/flight1,28,100,Nominal,Nominal,True,0,0.010000,0.090000,0.011000,0.015000
2018-07-30/flight1_w29,2018-07-30/flight1,29,100,Nominal,Nominal,True,0,0.010000,0.090000,0.012000,0.021000
2018-07-30/flight1_w30,2018-07-30/flight1,30,100,Nominal,Nominal,True,0,0.000000,0.080000,0.010000,0.006000
2018-07-30/flight1_w31,2018-07-30/flight1,31,100,Nominal,Nominal,True,0,0.000000,0.080000,0.012000,0.015000
2018-07-30/flight1_w32,2018-07-30/flight1,32,100,Nominal,Nominal,True,0,0.010000,0.090000,0.011000,0.013000
2018-07-30/flight1_w33,2018-07-30/flight1,33,100,Nominal,Nominal,True,0,0.010000,0.140000,0.011000,0.012000
2018-07-30/flight1_w34,2018-07-30/flight1,34,100,Nominal,Nominal,True,0,0.010000,0.140000,0.011000,0.006000
2018-07-30/flight1_w35,2018-07-30/flight1,35,100,Nominal,Nominal,True,0,0.010000,0.120000,0.011000,0.007000
2018-07-30/flight1_w36,2018-07-30/flight1,36,100,Nominal,Nominal,True,0,0.000000,0.120000,0.012000,0.011000
2018-07-30/flight1_w37,2018-07-30/flight1,37,100,Nominal,Nominal,True,0,0.000000,0.090000,0.012000,0.009000
2018-07-30/flight1_w38,2018-07-30/flight1,38,100,Nominal,Nominal,True,0,0.000000,0.090000,0.016000,0.010000
2018-07-30/flight1_w39,2018-07-30/flight1,39,100,Nominal,Nominal,True,0,0.000000,0.090000,0.015000,0.008000
2018-07-30/flight1_w40,2018-07-30/flight1,40,100,Nominal,Nominal,True,0,0.010000,0.070000,0.011000,0.008000
2018-07-30/flight1_w41,2018-07-30/flight1,41,100,Nominal,Nominal,True,0,0.020000,0.100000,0.014000,0.009000
2018-07-30/flight1_w42,2018-07-30/flight1,42,100,Nominal,Nominal,True,0,0.010000,0.080000,0.010000,0.006000
2018-07-30/flight1_w43,2018-07-30/flight1,43,100,Nominal,Nominal,True,0,0.010000,0.080000,0.011000,0.007000
2018-07-30/flight1_w44,2018-07-30/flight1,44,100,Nominal,Nominal,True,0,0.000000,0.100000,0.011000,0.007000
2018-07-30/flight1_w45,2018-07-30/flight1,45,100,Nominal,Nominal,True,0,0.010000,0.100000,0.010000,0.006000
2018-07-30/flight1_w46,2018-07-30/flight1,46,100,Nominal,Nominal,True,0,0.000000,0.080000,0.017000,0.006000
2018-07-30/flight1_w47,2018-07-30/flight1,47,100,Nominal,Nominal,True,0,0.010000,0.060000,0.011000,0.012000
2018-07-30/flight1_w48,2018-07-30/flight1,48,100,Nominal,Nominal,True,0,0.000000,0.060000,0.014000,0.013000
2018-07-30/flight1_w49,2018-07-30/flight1,49,100,Nominal,Nominal,True,0,0.010000,0.070000,0.014000,0.010000
2018-07-30/flight1_w50,2018-07-30/flight1,50,100,Nominal,Nominal,True,0,0.010000,0.060000,0.016000,0.009000
2018-07-30/flight1_w51,2018-07-30/flight1,51,100,Nominal,Nominal,True,0,0.010000,0.080000,0.011000,0.010000
2018-07-30/flight1_w52,2018-07-30/flight1,52,100,Nominal,Nominal,True,0,0.000000,0.050000,0.011000,0.009000
2018-07-30/flight1_w53,2018-07-30/flight1,53,100,Nominal,Nominal,True,0,0.010000,0.040000,0.012000,0.014000
2018-07-30/flight1_w54,2018-07-30/flight1,54,100,Nominal,Nominal,True,0,0.010000,0.050000,0.012000,0.012000
2018-07-30/flight1_w55,2018-07-30/flight1,55,100,Nominal,Nominal,True,0,0.010000,0.050000,0.012000,0.017000
2018-07-30/flight1_w56,2018-07-30/flight1,56,100,Nominal,Nominal,True,0,0.010000,0.070000,0.011000,0.012000
2018-07-30/flight1_w57,2018-07-30/flight1,57,100,Nominal,Nominal,True,0,0.010000,0.060000,0.014000,0.016000
2018-07-30/flight1_w58,2018-07-30/flight1,58,100,Nominal,Nominal,True,0,0.020000,0.030000,0.013000,0.014000
2018-07-30/flight1_w59,2018-07-30/flight1,59,100,Nominal,Nominal,True,0,0.000000,0.100000,0.011000,0.011000
2018-07-30/flight1_w60,2018-07-30/flight1,60,100,Nominal,Nominal,True,0,0.000000,0.100000,0.012000,0.012000
2018-07-30/flight1_w61,2018-07-30/flight1,61,100,Nominal,Nominal,True,0,0.000000,0.040000,0.011000,0.008000
2018-07-30/flight1_w62,2018-07-30/flight1,62,100,Nominal,Nominal,True,0,0.010000,0.060000,0.011000,0.010000
2018-07-30/flight1_w63,2018-07-30/flight1,63,100,Nominal,Nominal,True,0,0.010000,0.060000,0.011000,0.008000
2018-07-30/flight1_w64,2018-07-30/flight1,64,100,Nominal,Nominal,True,0,0.010000,0.070000,0.014000,0.011000
2018-07-30/flight1_w65,2018-07-30/flight1,65,100,Nominal,Nominal,True,0,0.010000,0.050000,0.017000,0.010000
2018-07-30/flight1_w66,2018-07-30/flight1,66,100,Nominal,Nominal,True,0,0.010000,0.040000,0.014000,0.006000
2018-07-30/flight1_w67,2018-07-30/flight1,67,100,Nominal,Nominal,True,0,0.010000,0.040000,0.017000,0.009000
2018-07-30/flight1_w68,2018-07-30/flight1,68,100,Nominal,Nominal,True,0,0.000000,0.050000,0.017000,0.006000
2018-07-30/flight1_w69,2018-07-30/flight1,69,100,Nominal,Nominal,True,0,0.010000,0.020000,0.015000,0.007000
2018-07-30/flight1_w70,2018-07-30/flight1,70,100,Nominal,Nominal,True,0,0.010000,0.080000,0.014000,0.007000
2018-07-30/flight1_w71,2018-07-30/flight1,71,100,Nominal,Nominal,True,0,0.010000,0.050000,0.013000,0.009000
2018-07-30/flight1_w72,2018-07-30/flight1,72,100,Nominal,Nominal,True,0,0.010000,0.050000,0.011000,0.006000
2018-07-30/flight1_w73,2018-07-30/flight1,73,100,Nominal,Nominal,True,0,0.000000,0.070000,0.011000,0.007000
2018-07-30/flight1_w74,2018-07-30/flight1,74,100,Nominal,Nominal,True,0,0.010000,0.060000,0.011000,0.005000
2018-07-30/flight1_w75,2018-07-30/flight1,75,100,Nominal,Nominal,True,0,0.010000,0.050000,0.011000,0.005000
2018-07-30/flight1_w76,2018-07-30/flight1,76,100,Nominal,Nominal,True,0,0.000000,0.030000,0.011000,0.005000
2018-07-30/flight1_w77,2018-07-30/flight1,77,100,Nominal,Nominal,True,0,0.020000,0.090000,0.012000,0.007000
2018-07-30/flight1_w78,2018-07-30/flight1,78,100,Nominal,Propulsion/Control,False,0,0.260000,3.630000,0.597000,0.329000
2018-07-30/flight1_w79,2018-07-30/flight1,79,100,Nominal,Propulsion/Control,False,0,8.480000,21.150000,1.163000,0.559000
2018-07-30/flight1_w80,2018-07-30/flight1,80,100,Nominal,Propulsion/Control,False,0,8.170000,30.040000,1.370000,0.542000
2018-07-30/flight1_w81,2018-07-30/flight1,81,100,Nominal,Propulsion/Control,False,0,7.100000,25.700000,1.133000,0.548000
2018-07-30/flight1_w82,2018-07-30/flight1,82,100,Nominal,Propulsion/Control,False,0,5.450000,26.330000,1.167000,0.566000
2018-07-30/flight1_w83,2018-07-30/flight1,83,100,Nominal,Propulsion/Control,False,0,9.810000,26.990000,0.664000,0.526000
2018-07-30/flight1_w84,2018-07-30/flight1,84,100,Nominal,Propulsion/Control,False,0,6.260000,23.580000,0.675000,0.531000
2018-07-30/flight1_w85,2018-07-30/flight1,85,100,Nominal,Nominal,True,0,1.140000,20.110000,0.512000,0.315000
2018-07-30/flight1_w86,2018-07-30/flight1,86,100,Nominal,Propulsion/Control,False,0,2.090000,22.950000,0.336000,0.493000
2018-07-30/flight1_w87,2018-07-30/flight1,87,100,Nominal,Propulsion/Control,False,0,2.800000,21.260000,0.931000,0.363000
2018-07-30/flight1_w88,2018-07-30/flight1,88,100,Nominal,Propulsion/Control,False,0,4.350000,20.370000,0.933000,0.335000
2018-07-30/flight1_w89,2018-07-30/flight1,89,100,Nominal,Propulsion/Control,False,0,6.450000,23.320000,0.581000,0.454000
2018-07-30/flight1_w90,2018-07-30/flight1,90,100,Nominal,Propulsion/Control,False,0,7.570000,20.620000,0.666000,0.445000
2018-07-30/flight1_w91,2018-07-30/flight1,91,100,Nominal,Propulsion/Control,False,0,1.360000,15.090000,1.130000,0.462000
2018-07-30/flight1_w92,2018-07-30/flight1,92,100,Nominal,Nominal,True,0,0.020000,0.500000,0.005000,0.002000
2018-07-30/flight1_w93,2018-07-30/flight1,93,100,Nominal,Nominal,True,0,0.010000,0.240000,0.004000,0.002000
2018-07-30/flight1_w94,2018-07-30/flight1,94,100,Nominal,Nominal,True,0,0.020000,0.280000,0.035000,0.118000
2018-07-30/flight1_w95,2018-07-30/flight1,95,100,Nominal,Nominal,True,0,0.020000,0.250000,0.025000,0.092000
2018-07-30/flight1_w96,2018-07-30/flight1,96,100,Nominal,Nominal,True,0,0.060000,0.270000,0.022000,0.098000
2018-07-30/flight1_w97,2018-07-30/flight1,97,100,Nominal,Nominal,True,0,0.070000,0.300000,0.013000,0.025000
2018-07-30/flight1_w98,2018-07-30/flight1,98,100,Nominal,Nominal,True,0,0.070000,0.270000,0.005000,0.006000
2018-07-30/flight1_w99,2018-07-30/flight1,99,100,Nominal,Nominal,True,0,0.070000,0.210000,0.005000,0.005000
2018-07-30/flight1_w100,2018-07-30/flight1,100,100,Nominal,Nominal,True,0,0.100000,0.210000,0.005000,0.003000
2018-07-30/flight1_w101,2018-07-30/flight1,101,100,Nominal,Nominal,True,0,0.050000,0.220000,0.058000,0.051000
2018-07-30/flight1_w102,2018-07-30/flight1,102,100,Nominal,Nominal,True,0,0.090000,0.180000,0.009000,0.034000
2018-07-30/flight1_w103,2018-07-30/flight1,103,100,Nominal,Nominal,True,0,0.080000,0.220000,0.066000,0.067000
2018-07-30/flight1_w104,2018-07-30/flight1,104,100,Nominal,Nominal,True,0,0.080000,0.150000,0.008000,0.004000
2018-07-30/flight1_w105,2018-07-30/flight1,105,100,Nominal,Nominal,True,0,0.070000,0.150000,0.013000,0.008000
2018-07-30/flight1_w106,2018-07-30/flight1,106,100,Nominal,Nominal,True,0,0.080000,0.120000,0.006000,0.004000
2018-07-30/flight1_w107,2018-07-30/flight1,107,100,Nominal,Nominal,True,0,0.080000,0.100000,0.006000,0.004000
2018-07-30/flight1_w108,2018-07-30/flight1,108,100,Nominal,Nominal,True,0,0.060000,0.090000,0.006000,0.006000
2018-07-30/flight1_w109,2018-07-30/flight1,109,100,Nominal,Nominal,True,0,0.080000,0.080000,0.006000,0.005000
2018-07-30/flight1_w110,2018-07-30/flight1,110,100,Nominal,Nominal,True,0,0.070000,0.090000,0.006000,0.007000
2018-07-30/flight1_w111,2018-07-30/flight1,111,100,Nominal,Nominal,True,0,0.060000,0.080000,0.007000,0.013000
2018-07-30/flight1_w112,2018-07-30/flight1,112,100,Nominal,Nominal,True,0,0.070000,0.060000,0.007000,0.024000
2018-07-30/flight1_w113,2018-07-30/flight1,113,100,Nominal,Nominal,True,0,0.060000,0.060000,0.008000,0.008000
2018-07-30/flight1_w114,2018-07-30/flight1,114,100,Nominal,Nominal,True,0,0.060000,0.050000,0.024000,0.007000
2018-07-30/flight1_w115,2018-07-30/flight1,115,100,Nominal,Propulsion/Control,False,0,0.550000,15.230000,0.728000,0.450000
2018-07-30/flight1_w116,2018-07-30/flight1,116,100,Nominal,Propulsion/Control,False,0,8.180000,25.770000,1.136000,0.466000
2018-07-30/flight1_w117,2018-07-30/flight1,117,100,Nominal,Propulsion/Control,False,0,3.340000,26.190000,0.914000,0.329000
2018-07-30/flight1_w118,2018-07-30/flight1,118,100,Nominal,Propulsion/Control,False,0,9.790000,21.640000,0.675000,0.519000
2018-07-30/flight1_w119,2018-07-30/flight1,119,100,Nominal,Propulsion/Control,False,0,10.050000,24.480000,1.013000,0.473000
2018-07-30/flight1_w120,2018-07-30/flight1,120,100,Nominal,Propulsion/Control,False,0,5.760000,28.260000,0.686000,0.349000
2018-07-30/flight1_w121,2018-07-30/flight1,121,100,Nominal,Propulsion/Control,False,0,6.310000,22.780000,1.788000,0.598000
2018-07-30/flight1_w122,2018-07-30/flight1,122,100,Nominal,Propulsion/Control,False,0,5.760000,23.060000,0.615000,0.484000
2018-07-30/flight1_w123,2018-07-30/flight1,123,100,Nominal,Propulsion/Control,False,0,1.510000,16.260000,0.867000,0.437000
2018-07-30/flight1_w124,2018-07-30/flight1,124,100,Nominal,Nominal,True,0,1.640000,12.930000,0.490000,0.378000
2018-07-30/flight1_w125,2018-07-30/flight1,125,100,Nominal,Nominal,True,0,1.260000,12.300000,0.300000,0.306000
2018-07-30/flight1_w126,2018-07-30/flight1,126,100,Nominal,Nominal,True,0,0.710000,13.190000,0.377000,0.260000
2018-07-30/flight1_w127,2018-07-30/flight1,127,100,Nominal,Nominal,True,0,1.070000,12.560000,0.271000,0.206000
2018-07-30/flight1_w128,2018-07-30/flight1,128,100,Nominal,Nominal,True,0,1.330000,13.830000,0.403000,0.269000
2018-07-30/flight1_w129,2018-07-30/flight1,129,100,Nominal,Propulsion/Control,False,0,1.910000,18.770000,0.622000,0.460000
2018-07-30/flight1_w130,2018-07-30/flight1,130,100,Nominal,Propulsion/Control,False,0,2.440000,17.620000,0.676000,0.430000
2018-07-30/flight1_w131,2018-07-30/flight1,131,100,Nominal,Nominal,True,0,1.530000,15.740000,0.253000,0.149000
2018-07-30/flight1_w132,2018-07-30/flight1,132,100,Nominal,Nominal,True,0,1.010000,15.780000,0.356000,0.271000
2018-07-30/flight1_w133,2018-07-30/flight1,133,100,Nominal,Nominal,True,0,2.420000,12.450000,0.355000,0.320000
2018-07-30/flight1_w134,2018-07-30/flight1,134,100,Nominal,Propulsion/Control,False,0,6.810000,11.850000,0.894000,0.240000
2018-07-30/flight1_w135,2018-07-30/flight1,135,100,Nominal,Propulsion/Control,False,0,6.150000,28.950000,0.913000,0.405000
2018-07-30/flight1_w136,2018-07-30/flight1,136,100,Nominal,Propulsion/Control,False,0,5.280000,25.690000,1.069000,0.511000
2018-07-30/flight1_w137,2018-07-30/flight1,137,100,Nominal,Propulsion/Control,False,0,7.890000,23.860000,1.797000,0.452000
2018-07-30/flight1_w138,2018-07-30/flight1,138,100,Nominal,Propulsion/Control,False,0,7.980000,15.330000,1.136000,0.749000
2018-07-30/flight1_w139,2018-07-30/flight1,139,100,Nominal,Propulsion/Control,False,0,5.410000,25.240000,0.797000,0.475000
2018-07-30/flight1_w140,2018-07-30/flight1,140,100,Nominal,Propulsion/Control,False,0,3.420000,25.240000,0.563000,0.427000
2018-07-30/flight1_w141,2018-07-30/flight1,141,100,Nominal,Propulsion/Control,False,0,5.720000,25.660000,0.975000,0.510000
2018-07-30/flight1_w142,2018-07-30/flight1,142,100,Nominal,Propulsion/Control,False,0,13.430000,25.550000,1.859000,1.178000
2018-07-30/flight1_w143,2018-07-30/flight1,143,100,Nominal,Propulsion/Control,False,0,5.180000,24.240000,0.687000,0.388000
2018-07-30/flight1_w144,2018-07-30/flight1,144,100,Nominal,Propulsion/Control,False,0,3.800000,21.150000,0.613000,0.405000
2018-07-30/flight1_w145,2018-07-30/flight1,145,100,Nominal,Propulsion/Control,False,0,6.580000,27.900000,1.061000,0.470000
2018-07-30/flight1_w146,2018-07-30/flight1,146,100,Nominal,Propulsion/Control,False,0,6.640000,18.370000,0.929000,0.629000
2018-07-30/flight1_w147,2018-07-30/flight1,147,100,Nominal,Propulsion/Control,False,0,4.390000,11.940000,0.368000,0.234000
2018-07-30/flight1_w148,2018-07-30/flight1,148,100,Nominal,Nominal,True,0,1.030000,14.550000,0.402000,0.380000
2018-07-30/flight1_w149,2018-07-30/flight1,149,100,Nominal,Nominal,True,0,2.020000,15.180000,0.363000,0.157000
2018-07-30/flight1_w150,2018-07-30/flight1,150,100,Nominal,Propulsion/Control,False,0,1.640000,17.430000,0.369000,0.446000
2018-07-30/flight1_w151,2018-07-30/flight1,151,100,Nominal,Nominal,True,0,2.420000,18.490000,0.500000,0.397000
2018-07-30/flight1_w152,2018-07-30/flight1,152,100,Nominal,Propulsion/Control,False,0,7.170000,19.950000,0.594000,0.518000
2018-07-30/flight1_w153,2018-07-30/flight1,153,100,Nominal,Propulsion/Control,False,0,8.470000,20.450000,0.578000,0.181000
2018-07-30/flight1_w154,2018-07-30/flight1,154,100,Nominal,Nominal,True,0,1.020000,16.850000,0.350000,0.284000
2018-07-30/flight1_w155,2018-07-30/flight1,155,100,Nominal,Nominal,True,0,1.800000,12.130000,0.311000,0.150000
2018-07-30/flight1_w156,2018-07-30/flight1,156,100,Nominal,Propulsion/Control,False,0,3.280000,21.560000,0.792000,0.482000
2018-07-30/flight1_w157,2018-07-30/flight1,157,100,Nominal,Propulsion/Control,False,0,4.580000,24.900000,1.071000,0.529000
2018-07-30/flight1_w158,2018-07-30/flight1,158,100,Nominal,Propulsion/Control,False,0,3.940000,23.620000,1.021000,0.563000
2018-07-30/flight1_w159,2018-07-30/flight1,159,100,Nominal,Propulsion/Control,False,0,2.640000,25.190000,0.867000,0.371000
2018-07-30/flight1_w160,2018-07-30/flight1,160,100,Nominal,Propulsion/Control,False,0,11.270000,25.870000,1.422000,0.472000
2018-07-30/flight1_w161,2018-07-30/flight1,161,100,Nominal,Propulsion/Control,False,0,13.160000,26.100000,1.295000,1.156000
2018-07-30/flight1_w162,2018-07-30/flight1,162,100,Nominal,Propulsion/Control,False,0,6.900000,29.830000,0.821000,0.360000
2018-07-30/flight1_w163,2018-07-30/flight1,163,100,Nominal,Propulsion/Control,False,0,8.520000,24.610000,2.359000,0.467000
2018-07-30/flight1_w164,2018-07-30/flight1,164,100,Nominal,Propulsion/Control,False,0,5.070000,19.700000,0.563000,0.417000
2018-07-30/flight1_w165,2018-07-30/flight1,165,100,Nominal,Nominal,True,0,1.820000,15.080000,0.507000,0.305000
2018-07-30/flight1_w166,2018-07-30/flight1,166,100,Nominal,Nominal,True,0,1.160000,15.830000,0.356000,0.192000
2018-07-30/flight1_w167,2018-07-30/flight1,167,100,Nominal,Nominal,True,0,1.240000,16.030000,0.295000,0.289000
2018-07-30/flight1_w168,2018-07-30/flight1,168,100,Nominal,Propulsion/Control,False,0,1.920000,17.840000,0.668000,0.490000
2018-07-30/flight1_w169,2018-07-30/flight1,169,100,Nominal,Propulsion/Control,False,0,2.470000,16.360000,0.539000,0.403000
2018-07-30/flight1_w170,2018-07-30/flight1,170,100,Nominal,Propulsion/Control,False,0,4.940000,15.420000,0.361000,0.145000
2018-07-30/flight1_w171,2018-07-30/flight1,171,100,Nominal,Propulsion/Control,False,0,6.690000,23.290000,0.678000,0.425000
2018-07-30/flight1_w172,2018-07-30/flight1,172,100,Nominal,Propulsion/Control,False,0,2.690000,23.220000,0.664000,0.404000
2018-07-30/flight1_w173,2018-07-30/flight1,173,100,Nominal,Propulsion/Control,False,0,3.020000,18.740000,1.027000,0.410000
2018-07-30/flight1_w174,2018-07-30/flight1,174,100,Nominal,Propulsion/Control,False,0,5.960000,20.270000,0.647000,0.534000
2018-07-30/flight1_w175,2018-07-30/flight1,175,100,Nominal,Propulsion/Control,False,0,2.030000,17.360000,1.101000,0.616000
2018-07-30/flight1_w176,2018-07-30/flight1,176,100,Nominal,Propulsion/Control,False,0,0.370000,3.190000,0.803000,0.606000
2018-07-30/flight1_w177,2018-07-30/flight1,177,100,Nominal,Nominal,True,0,0.120000,0.150000,0.002000,0.005000
2018-07-30/flight1_w178,2018-07-30/flight1,178,100,Nominal,Nominal,True,0,0.090000,0.150000,0.002000,0.003000
2018-07-30/flight1_w179,2018-07-30/flight1,179,100,Nominal,Nominal,True,0,0.100000,0.100000,0.013000,0.050000
2018-07-30/flight1_w180,2018-07-30/flight1,180,100,Nominal,Nominal,True,0,0.160000,0.120000,0.036000,0.037000
2018-07-30/flight1_w181,2018-07-30/flight1,181,100,Nominal,Nominal,True,0,0.150000,0.070000,0.006000,0.017000
2018-07-30/flight1_w182,2018-07-30/flight1,182,100,Nominal,Nominal,True,0,0.080000,0.070000,0.004000,0.023000
2018-07-30/flight1_w183,2018-07-30/flight1,183,100,Nominal,Nominal,True,0,0.130000,0.030000,0.003000,0.004000
2018-07-30/flight2_w0,2018-07-30/flight2,0,100,Nominal,Nominal,True,0,0.100000,0.160000,0.009000,0.010000
2018-07-30/flight2_w1,2018-07-30/flight2,1,100,Nominal,Nominal,True,0,0.080000,0.190000,0.011000,0.012000
2018-07-30/flight2_w2,2018-07-30/flight2,2,100,Nominal,Nominal,True,0,0.080000,0.200000,0.010000,0.008000
2018-07-30/flight2_w3,2018-07-30/flight2,3,100,Nominal,Nominal,True,0,0.070000,0.210000,0.011000,0.028000
2018-07-30/flight2_w4,2018-07-30/flight2,4,100,Nominal,Nominal,True,0,0.080000,0.180000,0.010000,0.004000
2018-07-30/flight2_w5,2018-07-30/flight2,5,100,Nominal,Nominal,True,0,0.050000,0.210000,0.011000,0.003000
2018-07-30/flight2_w6,2018-07-30/flight2,6,100,Nominal,Nominal,True,0,0.060000,0.220000,0.011000,0.016000
2018-07-30/flight2_w7,2018-07-30/flight2,7,100,Nominal,Nominal,True,0,0.060000,0.180000,0.010000,0.004000
2018-07-30/flight2_w8,2018-07-30/flight2,8,100,Nominal,Nominal,True,0,0.060000,0.210000,0.011000,0.004000
2018-07-30/flight2_w9,2018-07-30/flight2,9,100,Nominal,Nominal,True,0,0.050000,0.200000,0.011000,0.003000
2018-07-30/flight2_w10,2018-07-30/flight2,10,100,Nominal,Nominal,True,0,0.080000,0.200000,0.011000,0.003000
2018-07-30/flight2_w11,2018-07-30/flight2,11,100,Nominal,Nominal,True,0,0.080000,0.200000,0.011000,0.005000
2018-07-30/flight2_w12,2018-07-30/flight2,12,100,Nominal,Nominal,True,0,0.050000,0.240000,0.049000,0.075000
2018-07-30/flight2_w13,2018-07-30/flight2,13,100,Nominal,Nominal,True,0,0.040000,0.240000,0.012000,0.012000
2018-07-30/flight2_w14,2018-07-30/flight2,14,100,Nominal,Nominal,True,0,0.030000,0.220000,0.015000,0.010000
2018-07-30/flight2_w15,2018-07-30/flight2,15,100,Nominal,Nominal,True,0,0.040000,0.210000,0.014000,0.008000
2018-07-30/flight2_w16,2018-07-30/flight2,16,100,Nominal,Nominal,True,0,0.030000,0.190000,0.014000,0.009000
2018-07-30/flight2_w17,2018-07-30/flight2,17,100,Nominal,Nominal,True,0,0.030000,0.200000,0.012000,0.004000
2018-07-30/flight2_w18,2018-07-30/flight2,18,100,Nominal,Nominal,True,0,0.020000,0.200000,0.017000,0.008000
2018-07-30/flight2_w19,2018-07-30/flight2,19,100,Nominal,Nominal,True,0,0.030000,0.190000,0.012000,0.005000
2018-07-30/flight2_w20,2018-07-30/flight2,20,100,Nominal,Nominal,True,0,0.030000,0.210000,0.015000,0.011000
2018-07-30/flight2_w21,2018-07-30/flight2,21,100,Nominal,Nominal,True,0,0.020000,0.200000,0.012000,0.007000
2018-07-30/flight2_w22,2018-07-30/flight2,22,100,Nominal,Propulsion/Control,False,0,0.190000,2.600000,0.714000,0.195000
2018-07-30/flight2_w23,2018-07-30/flight2,23,100,Nominal,Propulsion/Control,False,0,7.790000,23.500000,1.015000,0.477000
2018-07-30/flight2_w24,2018-07-30/flight2,24,100,Nominal,Propulsion/Control,False,0,3.400000,26.560000,1.154000,0.668000
2018-07-30/flight2_w25,2018-07-30/flight2,25,100,Nominal,Propulsion/Control,False,0,5.990000,26.540000,0.989000,0.406000
2018-07-30/flight2_w26,2018-07-30/flight2,26,100,Nominal,Propulsion/Control,False,0,5.200000,22.790000,1.274000,0.583000
2018-07-30/flight2_w27,2018-07-30/flight2,27,100,Nominal,Propulsion/Control,False,0,4.890000,20.870000,0.870000,0.507000
2018-07-30/flight2_w28,2018-07-30/flight2,28,100,Nominal,Propulsion/Control,False,0,4.440000,22.840000,1.040000,0.615000
2018-07-30/flight2_w29,2018-07-30/flight2,29,100,Nominal,Propulsion/Control,False,0,3.520000,22.250000,1.257000,0.654000
2018-07-30/flight2_w30,2018-07-30/flight2,30,100,Nominal,Propulsion/Control,False,0,4.820000,22.410000,1.125000,0.674000
2018-07-30/flight2_w31,2018-07-30/flight2,31,100,Nominal,Propulsion/Control,False,0,2.670000,19.140000,0.860000,0.453000
2018-07-30/flight2_w32,2018-07-30/flight2,32,100,Nominal,Propulsion/Control,False,0,1.480000,17.370000,0.583000,0.485000
2018-07-30/flight2_w33,2018-07-30/flight2,33,100,Nominal,Propulsion/Control,False,0,3.730000,17.280000,0.769000,0.385000
2018-07-30/flight2_w34,2018-07-30/flight2,34,100,Nominal,Nominal,True,0,1.690000,16.590000,0.488000,0.187000
2018-07-30/flight2_w35,2018-07-30/flight2,35,100,Nominal,Propulsion/Control,False,0,1.680000,15.280000,0.427000,0.469000
2018-07-30/flight2_w36,2018-07-30/flight2,36,100,Nominal,Nominal,True,0,0.960000,13.520000,0.403000,0.194000
2018-07-30/flight2_w37,2018-07-30/flight2,37,100,Nominal,Nominal,True,0,1.200000,15.410000,0.416000,0.333000
2018-07-30/flight2_w38,2018-07-30/flight2,38,100,Nominal,Nominal,True,0,2.310000,15.390000,0.365000,0.201000
2018-07-30/flight2_w39,2018-07-30/flight2,39,100,Nominal,Propulsion/Control,False,0,1.890000,18.220000,0.408000,0.423000
2018-07-30/flight2_w40,2018-07-30/flight2,40,100,Nominal,Propulsion/Control,False,0,1.650000,19.030000,0.704000,0.312000
2018-07-30/flight2_w41,2018-07-30/flight2,41,100,Nominal,Propulsion/Control,False,0,1.760000,17.750000,0.912000,0.506000
2018-07-30/flight2_w42,2018-07-30/flight2,42,100,Nominal,Propulsion/Control,False,0,1.650000,16.390000,0.522000,0.245000
